time,avg,max,med,min,q25,q75,std,num_peaks,peak_prominence,peak_distance,exercise,pace,sensor_type
2024-12-10 17:25:30,"0    0.115204
Name: avg, dtype: float64","0    1.282026
Name: max, dtype: float64","0    0.073853
Name: med, dtype: float64","0   -0.180107
Name: min, dtype: float64","0   -0.066717
Name: q25, dtype: float64","0    0.142117
Name: q75, dtype: float64","0    0.295872
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:32,"0    0.125396
Name: avg, dtype: float64","0    0.527415
Name: max, dtype: float64","0    0.122785
Name: med, dtype: float64","0   -0.179878
Name: min, dtype: float64","0   -0.00406
Name: q25, dtype: float64","0    0.223328
Name: q75, dtype: float64","0    0.155522
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:34,"0    0.080083
Name: avg, dtype: float64","0    0.671427
Name: max, dtype: float64","0    0.073316
Name: med, dtype: float64","0   -0.19615
Name: min, dtype: float64","0   -0.04439
Name: q25, dtype: float64","0    0.172014
Name: q75, dtype: float64","0    0.178362
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:36,"0   -0.042027
Name: avg, dtype: float64","0    0.216891
Name: max, dtype: float64","0   -0.073762
Name: med, dtype: float64","0   -0.177823
Name: min, dtype: float64","0   -0.109373
Name: q25, dtype: float64","0   -0.001614
Name: q75, dtype: float64","0    0.097657
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:38,"0   -0.051787
Name: avg, dtype: float64","0    0.542555
Name: max, dtype: float64","0   -0.093693
Name: med, dtype: float64","0   -0.279344
Name: min, dtype: float64","0   -0.14702
Name: q25, dtype: float64","0   -0.057382
Name: q75, dtype: float64","0    0.17895
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:40,"0   -0.038882
Name: avg, dtype: float64","0    0.201322
Name: max, dtype: float64","0   -0.065963
Name: med, dtype: float64","0   -0.148047
Name: min, dtype: float64","0   -0.103417
Name: q25, dtype: float64","0   -0.004843
Name: q75, dtype: float64","0    0.084761
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:42,"0   -0.017164
Name: avg, dtype: float64","0    0.256848
Name: max, dtype: float64","0   -0.03501
Name: med, dtype: float64","0   -0.195973
Name: min, dtype: float64","0   -0.099956
Name: q25, dtype: float64","0    0.060581
Name: q75, dtype: float64","0    0.107168
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:44,"0   -0.01248
Name: avg, dtype: float64","0    0.273132
Name: max, dtype: float64","0   -0.062111
Name: med, dtype: float64","0   -0.196056
Name: min, dtype: float64","0   -0.100054
Name: q25, dtype: float64","0    0.077096
Name: q75, dtype: float64","0    0.126164
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:46,"0   -0.056606
Name: avg, dtype: float64","0    0.17143
Name: max, dtype: float64","0   -0.065319
Name: med, dtype: float64","0   -0.229103
Name: min, dtype: float64","0   -0.114381
Name: q25, dtype: float64","0   -0.001057
Name: q75, dtype: float64","0    0.088008
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:48,"0   -0.140795
Name: avg, dtype: float64","0    0.187608
Name: max, dtype: float64","0   -0.160582
Name: med, dtype: float64","0   -0.256605
Name: min, dtype: float64","0   -0.198899
Name: q25, dtype: float64","0   -0.103415
Name: q75, dtype: float64","0    0.090205
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:50,"0   -0.029792
Name: avg, dtype: float64","0    0.115829
Name: max, dtype: float64","0   -0.015383
Name: med, dtype: float64","0   -0.204624
Name: min, dtype: float64","0   -0.064452
Name: q25, dtype: float64","0    0.018144
Name: q75, dtype: float64","0    0.076445
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:52,"0   -0.051149
Name: avg, dtype: float64","0    0.1811
Name: max, dtype: float64","0   -0.053128
Name: med, dtype: float64","0   -0.244811
Name: min, dtype: float64","0   -0.110143
Name: q25, dtype: float64","0    0.004139
Name: q75, dtype: float64","0    0.097182
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:54,"0   -0.009336
Name: avg, dtype: float64","0    0.402036
Name: max, dtype: float64","0   -0.058331
Name: med, dtype: float64","0   -0.21563
Name: min, dtype: float64","0   -0.119693
Name: q25, dtype: float64","0    0.072984
Name: q75, dtype: float64","0    0.150648
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:56,"0   -0.002398
Name: avg, dtype: float64","0    0.439389
Name: max, dtype: float64","0   -0.046415
Name: med, dtype: float64","0   -0.188047
Name: min, dtype: float64","0   -0.090072
Name: q25, dtype: float64","0    0.035951
Name: q75, dtype: float64","0    0.146735
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:58,"0    0.004203
Name: avg, dtype: float64","0    0.27554
Name: max, dtype: float64","0   -0.004988
Name: med, dtype: float64","0   -0.228459
Name: min, dtype: float64","0   -0.079623
Name: q25, dtype: float64","0    0.083485
Name: q75, dtype: float64","0    0.124887
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:26:00,"0   -0.100803
Name: avg, dtype: float64","0    0.035921
Name: max, dtype: float64","0   -0.110988
Name: med, dtype: float64","0   -0.24855
Name: min, dtype: float64","0   -0.150941
Name: q25, dtype: float64","0   -0.038055
Name: q75, dtype: float64","0    0.073296
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:26:02,"0   -0.042893
Name: avg, dtype: float64","0    0.320974
Name: max, dtype: float64","0   -0.077811
Name: med, dtype: float64","0   -0.250145
Name: min, dtype: float64","0   -0.152822
Name: q25, dtype: float64","0    0.02224
Name: q75, dtype: float64","0    0.141385
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:26:04,"0    0.099491
Name: avg, dtype: float64","0    0.438127
Name: max, dtype: float64","0    0.072105
Name: med, dtype: float64","0   -0.16142
Name: min, dtype: float64","0    0.009726
Name: q25, dtype: float64","0    0.20788
Name: q75, dtype: float64","0    0.152914
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:26:06,"0    0.213938
Name: avg, dtype: float64","0    0.88801
Name: max, dtype: float64","0    0.206477
Name: med, dtype: float64","0   -0.169096
Name: min, dtype: float64","0   -0.025921
Name: q25, dtype: float64","0    0.368944
Name: q75, dtype: float64","0    0.279521
Name: std, dtype: float64","0    91.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    42.322222
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-10 17:25:30,"0    0.298684
Name: avg, dtype: float64","0    0.601251
Name: max, dtype: float64","0    0.345097
Name: med, dtype: float64","0   -0.187835
Name: min, dtype: float64","0    0.171716
Name: q25, dtype: float64","0    0.474434
Name: q75, dtype: float64","0    0.218458
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:32,"0    0.109601
Name: avg, dtype: float64","0    0.532037
Name: max, dtype: float64","0    0.072415
Name: med, dtype: float64","0   -0.061584
Name: min, dtype: float64","0   -0.011656
Name: q25, dtype: float64","0    0.184648
Name: q75, dtype: float64","0    0.142901
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:34,"0    0.024666
Name: avg, dtype: float64","0    0.543218
Name: max, dtype: float64","0   -0.05232
Name: med, dtype: float64","0   -0.220722
Name: min, dtype: float64","0   -0.161525
Name: q25, dtype: float64","0    0.222326
Name: q75, dtype: float64","0    0.216988
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:36,"0   -0.028057
Name: avg, dtype: float64","0    0.300936
Name: max, dtype: float64","0   -0.092208
Name: med, dtype: float64","0   -0.244188
Name: min, dtype: float64","0   -0.180201
Name: q25, dtype: float64","0    0.184793
Name: q75, dtype: float64","0    0.18364
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:38,"0   -0.010049
Name: avg, dtype: float64","0    0.187809
Name: max, dtype: float64","0    0.03259
Name: med, dtype: float64","0   -0.24543
Name: min, dtype: float64","0   -0.144831
Name: q25, dtype: float64","0    0.109321
Name: q75, dtype: float64","0    0.133081
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:40,"0   -0.045163
Name: avg, dtype: float64","0    0.328488
Name: max, dtype: float64","0   -0.067713
Name: med, dtype: float64","0   -0.261036
Name: min, dtype: float64","0   -0.181884
Name: q25, dtype: float64","0    0.030289
Name: q75, dtype: float64","0    0.16093
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:42,"0   -0.078144
Name: avg, dtype: float64","0    0.2541
Name: max, dtype: float64","0   -0.06996
Name: med, dtype: float64","0   -0.268526
Name: min, dtype: float64","0   -0.206963
Name: q25, dtype: float64","0    0.01699
Name: q75, dtype: float64","0    0.133008
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:44,"0    0.033181
Name: avg, dtype: float64","0    0.243689
Name: max, dtype: float64","0    0.02113
Name: med, dtype: float64","0   -0.204383
Name: min, dtype: float64","0   -0.018742
Name: q25, dtype: float64","0    0.151753
Name: q75, dtype: float64","0    0.131624
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:46,"0   -0.036808
Name: avg, dtype: float64","0    0.238668
Name: max, dtype: float64","0   -0.033771
Name: med, dtype: float64","0   -0.244873
Name: min, dtype: float64","0   -0.181313
Name: q25, dtype: float64","0    0.102319
Name: q75, dtype: float64","0    0.149541
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:48,"0   -0.112637
Name: avg, dtype: float64","0    0.057509
Name: max, dtype: float64","0   -0.117191
Name: med, dtype: float64","0   -0.25081
Name: min, dtype: float64","0   -0.185471
Name: q25, dtype: float64","0   -0.053795
Name: q75, dtype: float64","0    0.083598
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:50,"0    0.024091
Name: avg, dtype: float64","0    0.280256
Name: max, dtype: float64","0    0.07269
Name: med, dtype: float64","0   -0.232081
Name: min, dtype: float64","0   -0.107555
Name: q25, dtype: float64","0    0.119953
Name: q75, dtype: float64","0    0.145289
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:52,"0    0.027146
Name: avg, dtype: float64","0    0.447685
Name: max, dtype: float64","0    0.012848
Name: med, dtype: float64","0   -0.213342
Name: min, dtype: float64","0   -0.160148
Name: q25, dtype: float64","0    0.178118
Name: q75, dtype: float64","0    0.202888
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:54,"0   -0.117084
Name: avg, dtype: float64","0    0.271061
Name: max, dtype: float64","0   -0.120357
Name: med, dtype: float64","0   -0.255673
Name: min, dtype: float64","0   -0.185639
Name: q25, dtype: float64","0   -0.068883
Name: q75, dtype: float64","0    0.097968
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:56,"0    0.01508
Name: avg, dtype: float64","0    0.351937
Name: max, dtype: float64","0    0.072366
Name: med, dtype: float64","0   -0.253999
Name: min, dtype: float64","0   -0.209343
Name: q25, dtype: float64","0    0.113607
Name: q75, dtype: float64","0    0.180822
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:58,"0    0.066752
Name: avg, dtype: float64","0    0.341512
Name: max, dtype: float64","0    0.085464
Name: med, dtype: float64","0   -0.209879
Name: min, dtype: float64","0   -0.133128
Name: q25, dtype: float64","0    0.243277
Name: q75, dtype: float64","0    0.186255
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:00,"0   -0.158221
Name: avg, dtype: float64","0   -0.024326
Name: max, dtype: float64","0   -0.171444
Name: med, dtype: float64","0   -0.272527
Name: min, dtype: float64","0   -0.203524
Name: q25, dtype: float64","0   -0.10819
Name: q75, dtype: float64","0    0.065019
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:02,"0    0.03284
Name: avg, dtype: float64","0    0.221379
Name: max, dtype: float64","0    0.019134
Name: med, dtype: float64","0   -0.187329
Name: min, dtype: float64","0   -0.064597
Name: q25, dtype: float64","0    0.161672
Name: q75, dtype: float64","0    0.123314
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:04,"0    0.068566
Name: avg, dtype: float64","0    0.414262
Name: max, dtype: float64","0    0.061244
Name: med, dtype: float64","0   -0.182736
Name: min, dtype: float64","0   -0.057748
Name: q25, dtype: float64","0    0.170975
Name: q75, dtype: float64","0    0.154694
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:06,"0   -0.002862
Name: avg, dtype: float64","0    0.349495
Name: max, dtype: float64","0   -0.020905
Name: med, dtype: float64","0   -0.261775
Name: min, dtype: float64","0   -0.178499
Name: q25, dtype: float64","0    0.134297
Name: q75, dtype: float64","0    0.175965
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.701493
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:30,"0    0.29926
Name: avg, dtype: float64","0    0.60449
Name: max, dtype: float64","0    0.340986
Name: med, dtype: float64","0   -0.186717
Name: min, dtype: float64","0    0.176155
Name: q25, dtype: float64","0    0.472327
Name: q75, dtype: float64","0    0.218876
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:32,"0    0.107691
Name: avg, dtype: float64","0    0.523528
Name: max, dtype: float64","0    0.068248
Name: med, dtype: float64","0   -0.058572
Name: min, dtype: float64","0   -0.012972
Name: q25, dtype: float64","0    0.182849
Name: q75, dtype: float64","0    0.140165
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:34,"0    0.026896
Name: avg, dtype: float64","0    0.539822
Name: max, dtype: float64","0   -0.053138
Name: med, dtype: float64","0   -0.21985
Name: min, dtype: float64","0   -0.158129
Name: q25, dtype: float64","0    0.224282
Name: q75, dtype: float64","0    0.216856
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:36,"0   -0.02704
Name: avg, dtype: float64","0    0.304378
Name: max, dtype: float64","0   -0.091698
Name: med, dtype: float64","0   -0.242074
Name: min, dtype: float64","0   -0.179742
Name: q25, dtype: float64","0    0.187164
Name: q75, dtype: float64","0    0.184113
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:38,"0   -0.013085
Name: avg, dtype: float64","0    0.185476
Name: max, dtype: float64","0    0.028863
Name: med, dtype: float64","0   -0.2456
Name: min, dtype: float64","0   -0.148664
Name: q25, dtype: float64","0    0.105446
Name: q75, dtype: float64","0    0.131734
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:40,"0   -0.043616
Name: avg, dtype: float64","0    0.332108
Name: max, dtype: float64","0   -0.070426
Name: med, dtype: float64","0   -0.259039
Name: min, dtype: float64","0   -0.182064
Name: q25, dtype: float64","0    0.032197
Name: q75, dtype: float64","0    0.162478
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:42,"0   -0.076827
Name: avg, dtype: float64","0    0.252005
Name: max, dtype: float64","0   -0.066636
Name: med, dtype: float64","0   -0.270167
Name: min, dtype: float64","0   -0.207082
Name: q25, dtype: float64","0    0.019736
Name: q75, dtype: float64","0    0.13302
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:44,"0    0.029084
Name: avg, dtype: float64","0    0.240469
Name: max, dtype: float64","0    0.017775
Name: med, dtype: float64","0   -0.207243
Name: min, dtype: float64","0   -0.02301
Name: q25, dtype: float64","0    0.148109
Name: q75, dtype: float64","0    0.131633
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:46,"0   -0.034502
Name: avg, dtype: float64","0    0.242209
Name: max, dtype: float64","0   -0.029411
Name: med, dtype: float64","0   -0.246906
Name: min, dtype: float64","0   -0.18043
Name: q25, dtype: float64","0    0.105942
Name: q75, dtype: float64","0    0.150651
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:48,"0   -0.112867
Name: avg, dtype: float64","0    0.060767
Name: max, dtype: float64","0   -0.116127
Name: med, dtype: float64","0   -0.249519
Name: min, dtype: float64","0   -0.189185
Name: q25, dtype: float64","0   -0.055141
Name: q75, dtype: float64","0    0.084657
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:50,"0    0.020442
Name: avg, dtype: float64","0    0.276489
Name: max, dtype: float64","0    0.069298
Name: med, dtype: float64","0   -0.231608
Name: min, dtype: float64","0   -0.111049
Name: q25, dtype: float64","0    0.117042
Name: q75, dtype: float64","0    0.144663
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:52,"0    0.030141
Name: avg, dtype: float64","0    0.450937
Name: max, dtype: float64","0    0.015126
Name: med, dtype: float64","0   -0.211177
Name: min, dtype: float64","0   -0.157662
Name: q25, dtype: float64","0    0.185472
Name: q75, dtype: float64","0    0.203226
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:54,"0   -0.117222
Name: avg, dtype: float64","0    0.258193
Name: max, dtype: float64","0   -0.117871
Name: med, dtype: float64","0   -0.253599
Name: min, dtype: float64","0   -0.181679
Name: q25, dtype: float64","0   -0.06907
Name: q75, dtype: float64","0    0.094624
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:56,"0    0.013267
Name: avg, dtype: float64","0    0.348025
Name: max, dtype: float64","0    0.068723
Name: med, dtype: float64","0   -0.25221
Name: min, dtype: float64","0   -0.205995
Name: q25, dtype: float64","0    0.110135
Name: q75, dtype: float64","0    0.179035
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:25:58,"0    0.070968
Name: avg, dtype: float64","0    0.34452
Name: max, dtype: float64","0    0.088238
Name: med, dtype: float64","0   -0.207939
Name: min, dtype: float64","0   -0.129741
Name: q25, dtype: float64","0    0.244721
Name: q75, dtype: float64","0    0.186186
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:00,"0   -0.160372
Name: avg, dtype: float64","0   -0.028115
Name: max, dtype: float64","0   -0.174155
Name: med, dtype: float64","0   -0.271762
Name: min, dtype: float64","0   -0.205439
Name: q25, dtype: float64","0   -0.111415
Name: q75, dtype: float64","0    0.063889
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:02,"0    0.029222
Name: avg, dtype: float64","0    0.218083
Name: max, dtype: float64","0    0.016536
Name: med, dtype: float64","0   -0.186323
Name: min, dtype: float64","0   -0.068507
Name: q25, dtype: float64","0    0.156178
Name: q75, dtype: float64","0    0.123038
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:04,"0    0.072355
Name: avg, dtype: float64","0    0.418588
Name: max, dtype: float64","0    0.063839
Name: med, dtype: float64","0   -0.177746
Name: min, dtype: float64","0   -0.050122
Name: q25, dtype: float64","0    0.176761
Name: q75, dtype: float64","0    0.154801
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-10 17:26:06,"0   -0.003922
Name: avg, dtype: float64","0    0.351462
Name: max, dtype: float64","0   -0.022523
Name: med, dtype: float64","0   -0.259632
Name: min, dtype: float64","0   -0.179564
Name: q25, dtype: float64","0    0.12768
Name: q75, dtype: float64","0    0.175483
Name: std, dtype: float64","0    68.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    55.716418
Name: peak_distance, dtype: float64",exercise 4,correct,gyroscope
2024-12-11 07:35:50,"0    1.969316
Name: avg, dtype: float64","0    4.075842
Name: max, dtype: float64","0    1.78294
Name: med, dtype: float64","0    0.311988
Name: min, dtype: float64","0    1.077948
Name: q25, dtype: float64","0    2.937273
Name: q75, dtype: float64","0    1.027215
Name: std, dtype: float64","0    50.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    83.0
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
2024-12-11 07:36:00,"0   -0.270978
Name: avg, dtype: float64","0    0.501698
Name: max, dtype: float64","0   -0.3074
Name: med, dtype: float64","0   -0.647306
Name: min, dtype: float64","0   -0.477099
Name: q25, dtype: float64","0   -0.152544
Name: q75, dtype: float64","0    0.281349
Name: std, dtype: float64","0    50.0
Name: num_peaks, dtype: float64","0    0.0
Name: peak_prominence, dtype: float64","0    83.0
Name: peak_distance, dtype: float64",exercise 4,correct,accelerometer
